Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"PPG, official creditors (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86756016.2,60542031,99549000,113318881.3,100480335.4,67117500.1,69335073.6,49547376.8,59000636.3,63972056.1,44685103.4,43182047,34363042.2,65832561,190170994.2,149432612.9,919748406,174455554.8,175410839.8,240195601.9,-303426094.7,236778100.6,402707696.4,522497662,577547564.5,208493730.4,206687396.1,
"PPG, other private creditors (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13895000,6887000,99000,474000,-14896000,-1329000,,,-111000,-252000,-6000,-6000,-7000,-4000,,,,,,0,0,
"PPG, private creditors (NFL, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000,13895000,6887000,99000,-4526000,-14896000,-1329000,,,-111000,-252000,-6000,-6000,2359000,10231000,704303000,6334000,321243000,7565000,8409000,143000,95801000,
"PPP conversion factor, GDP (LCU per international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005126002,0.008894544,0.058161904,0.847217887,34.8997294,89.2735841,104.8441313,121.3467875,132.8339971,131.0138842,126.3887889,128.6576805,129.640057,133.1292387,137.7785913,137.9039427,140.0346296,142.2051108,147.8467604,150.3923521,160.209069,163.6500092,157.9638367,159.8460999,165.1858978,172.9235229,161.2288818,155.9707031,156.5062188,155.7704797,
"PPP conversion factor, private consumption (LCU per international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.106917778,37.47453426,100.589516,115.9811848,129.1538284,138.2092827,136.1267287,130.6386439,131.0448591,130.3663477,133.4912854,139.0609713,135.3571455,134.9197221,136.9591259,143.7001123,149.1258515,158.7159101,165.6290436,158.207962,179.0363312,184.0604401,185.8269348,173.7508087,167.3122101,167.4390312,166.8325676,166.7960668
Pregnant women receiving prenatal care (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,92.4,,,,,93,,,,,99.1,,,,,,99.6,,,,
"Preprimary education, duration (years)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
"Present value of external debt (% of exports of goods, services and primary income)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0736117,
Present value of external debt (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.68181265,
Present value of external debt (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5793995163,
Prevalence of anemia among children (% of children under 5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,35.8,34.5,33.4,32.3,31.2,30.1,29.1,28.2,27.7,27.3,27,26.9,27,27.1,27.4,27.5,27.5,27.6,27.8,28,28.5,28.9,29.3,30,30.7,31.5,,,,
Prevalence of anemia among non-pregnant women (% of women ages 15-49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,20.3,20.4,20.4,20.2,19.9,19.6,19.3,18.9,18.4,18,17.7,17.5,17.4,17.2,17,17,17,17.1,17.2,
Prevalence of anemia among pregnant women (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,24.7,24.7,24.5,24.1,23.6,23.1,22.6,22,21.3,20.6,20.2,20,19.6,19.3,18.9,18.6,18.4,18.2,18.1,
Prevalence of anemia among women of reproductive age (% of women ages 15-49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,20.4,20.5,20.5,20.4,20,19.8,19.4,19,18.5,18,17.7,17.6,17.5,17.3,17.1,17,17.1,17.1,17.3,
Prevalence of current tobacco use (% of adults),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,,,30,,29.1,,28.3,,27.5,,26.7,,
"Prevalence of current tobacco use, females (% of female adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,1.9,,1.8,,1.7,,1.6,,1.6,,
"Prevalence of current tobacco use, males (% of male adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,,,58.2,,56.4,,54.8,,53.5,,51.8,,
"Prevalence of HIV, female (% ages 15-24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
"Prevalence of HIV, male (% ages 15-24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
"Prevalence of HIV, total (% of population ages 15-49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
Prevalence of moderate or severe food insecurity in the population (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,33.4,35.9,34.9,,
"Prevalence of overweight (modeled estimate, % of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,13.2,14,14.8,15.5,16,16.3,16.5,16.5,16.3,15.9,15.4,14.8,14.1,13.3,12.6,12.1,11.6,11.3,11,10.8
"Prevalence of overweight, weight for height (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,15.7,,,,,11.4,,,,,16.5,,,,,,13.7,,,,
"Prevalence of overweight, weight for height, female (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,10.7,,,,,9,,,,,14.4,,,,,,12.7,,,,
"Prevalence of overweight, weight for height, male (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,19.4,,,,,13.3,,,,,18.3,,,,,,14.6,,,,
Prevalence of severe food insecurity in the population (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,4.3,4.4,4.1,,
"Prevalence of severe wasting, weight for height (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.7,,,,,2.6,,,,,2,,,,,,1.7,,,,
"Prevalence of severe wasting, weight for height, female (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0.4,,,,,2.3,,,,,1.5,,,,,,1.9,,,,
"Prevalence of severe wasting, weight for height, male (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,1,,,,,2.9,,,,,2.4,,,,,,1.6,,,,
"Prevalence of stunting, height for age (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,17.3,,,,,17.9,,,,,20.9,,,,,,9.4,,,,
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,18.5,19,19.3,19.4,19.3,19,18.2,17.3,16.5,15.6,14.7,14,13.3,12.6,12,11.2,10.6,10,9.5,9.1
"Prevalence of stunting, height for age, female (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,,16.9,,,,,17.4,,,,,20,,,,,,7.8,,,,
"Prevalence of stunting, height for age, male (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,17.7,,,,,18.3,,,,,21.7,,,,,,10.9,,,,
Prevalence of undernourishment (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,24.5,21.1,16,12.3,9.4,7,5.7,4.7,4.4,4.1,3.6,3.3,2.9,2.7,2.8,2.7,2.6,,
"Prevalence of underweight, weight for age (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,2.6,,,,,4.2,,,,,5.3,,,,,,2.6,,,,
"Prevalence of underweight, weight for age, female (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,2.1,,,,,5.2,,,,,5.8,,,,,,2,,,,
"Prevalence of underweight, weight for age, male (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,2.9,,,,,3.4,,,,,4.7,,,,,,3.2,,,,
"Prevalence of wasting, weight for height (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,2.5,,,,,5.4,,,,,4.1,,,,,,4.4,,,,
"Prevalence of wasting, weight for height, female (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,2.5,,,,,5.1,,,,,3.2,,,,,,5,,,,
"Prevalence of wasting, weight for height, male (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,2.6,,,,,5.6,,,,,4.9,,,,,,4,,,,
Price level ratio of PPP conversion factor (GDP) to market exchange rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229945564,0.230877156,0.23861352,0.241269585,0.245362199,0.250991764,0.253222223,0.247343632,0.263298309,0.244858305,0.23425894,0.231790582,0.226109805,0.230020973,0.25827836,0.301306292,0.336589018,0.41570827,0.483207668,0.413980913,0.428755699,0.439327822,0.393175687,0.390224783,0.397158053,0.361826536,0.335552219,0.323110429,0.324037556,0.324221185,
"Primary completion rate, female (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.08287811,89.72151184,99.18153381,93.23461914,94.9655304,103.4857712,106.8225632,,96.4732666,95.53209686,95.65740967,,96.51783752,95.76216125,91.6685791,92.53565979,89.51941681,92.99519348,
"Primary completion rate, male (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.34631348,88.84233093,100.8652496,92.18653107,92.75881958,100.8046875,104.8952789,,92.80625916,92.33635712,92.30351257,,96.76853943,93.57679749,89.95716095,91.51094055,90.19304657,93.26407623,
"Primary completion rate, total (% of relevant age group)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.2638016,,,93.89550018,,,,,93.70575714,89.27111053,100.0474701,92.69158173,93.81121063,102.0697098,105.7928925,,94.49523163,93.80896759,93.8516922,,96.65222931,94.59063721,90.7516098,91.98770905,89.87895966,93.13851929,
"Primary education, duration (years)",,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
"Primary education, pupils",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221874,215226,221154,266076,252302,252458,256624,255976,255943,180306,176302,155423,143822,134664,125149,121502,127546,121841,114528,101819,136716,138470,140638,142517,144549,148481,152134,153415,154409,
"Primary education, pupils (% female)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.60575,50.27599,50.27583,50.55135,50.26833,50.28361,50.83079,,51.50639,49.04607,49.17471,48.73989,48.50162,48.347,48.19136,47.81732,47.21591,46.74371,46.8296,46.8115,46.64414,46.6657,46.75479,46.81617,46.89206,46.78915,46.73183,46.70534,,
"Primary education, teachers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12556,,,12908,,13283,16073,15999,15926,,8666,7640,7635,6646,5904,5720,6606,,,,,,,,,,,9950,7215,
"Primary education, teachers (% female)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.66837311,,,95.59963226,,93.99984741,,,99.6232605,,99.09992981,99.09686279,99.0962677,99.12728882,99.17005157,98.91607666,99.68211365,,,,,,,,,,,,88.80110931,
Primary government expenditures as a proportion of original approved budget (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6138707,98.60351641,98.27159969,102.0087066,98.54702513,96.35336313,99.1558708,99.08667901,107.9194988,105.2339091,110.6380836,98.76347566,98.4831332,
"Primary income payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000,4020000,14610000,33310000,41745262.17,44298216.39,38609975.42,44708002.32,40135707.26,54205720.53,73076323.73,246008995.3,278849299.3,353936902.7,459039384.6,441972830,517019598.2,590807847.8,705472902.8,692184077.9,576601983,690702149.2,457523639.7,601457712.2,610031348.4,691444187.5,710189757.7,
"Primary income receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54131300,78040000,138950000,103113600,93566080,103680287.5,103736242.6,136576541.3,165952913.1,394361010.5,484855678.8,655963804.9,956460187.4,1133253117,875801113.9,1049089089,1065546494,1115220240,1259148958,1212918172,885931157.7,846607919.8,1017399407,910050045.6,937923095.7,
Primary school starting age (years),,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6
Private credit bureau coverage (% of adults),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13.5,24.4,34.5,38.3,46.6,56,63.8,65.8,94.1,71.1,77.2,80,82.5,
"Probability of dying among adolescents ages 10-14 years (per 1,000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.4,1.3,1.5,1.1,1.1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1,1,1,1,0.9,
"Probability of dying among adolescents ages 15-19 years (per 1,000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.7,5.7,7.8,5.8,3.4,3.3,3.1,2.6,2.2,1.9,1.8,1.8,1.8,1.8,1.9,2,2.1,2.2,2.2,2.2,2.2,2.2,2.3,2.4,2.5,2.6,2.6,2.3,2,
"Probability of dying among children ages 5-9 years (per 1,000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.6,1.5,1.5,1.3,1.2,1.2,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,1.1,1,1,1,1,1,
"Probability of dying among youth ages 20-24 years (per 1,000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3.8,8.5,11.8,8.5,4.1,4,3.6,3,2.5,2.3,2.1,2.1,2.1,2.2,2.3,2.5,2.6,2.7,2.7,2.7,2.7,2.7,2.8,2.9,3,3.1,3,2.7,2.4,
Procedures to build a warehouse (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,25,23,23,23,22,22,22,22,20,20,20,20,20,
Procedures to register property (number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Profit tax (% of commercial profits),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,15.8,14.8,14.8,14.8,14.8,14.9,14.9,15.7,19.3,19.1,17.6,17.6,17.6,21.8,
Progression to secondary school (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.20849,98.05356,99.74063,99.50317,99.31933,99.24635,,,,97.78508,,96.9776,99.9048,98.48073,98.09939,98.26575,,,
"Progression to secondary school, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.20416,97.25819,100,98.97477,100,98.42364,,,,97.86559,,97.15363,99.79433,98.81848,98.04007,98.78911,,,
"Progression to secondary school, male (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21265,98.81746,99.49977,100,98.68379,100,,,,97.71385,,96.82392,100,98.18142,98.15183,97.8051,,,
Proportion of people living below 50 percent of median income (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,9.3,7.3,6.2,8,6.9,7,8.2,6.4,5.7,6.1,6.5,7.3,8,8.4,8.8,11.8,6.9,7.8,7.2,
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.622824907,,2.549772896,1.915048994,1.112728752,0.841868948,0.365070533,0.480869226,0.153681729,0.082831114,0.047957807,0.575578166,0.338400528,0.457019219,0.485314475,,,,,,,
Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.35312235,,11.9944118,11.47463992,10.60732082,16.45503044,12.03623191,10.83256453,4.207494855,4.51570265,4.427055269,5.513269454,12.79563755,13.8967827,16.05121791,,,,,,,
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.883316487,,5.92385605,5.959089845,5.574043095,7.496141642,6.183063984,5.907930061,1.751107536,2.760724351,2.391964383,1.719553024,3.32178399,4.4832021,4.871321097,,,,,,,
Proportion of seats held by women in national parliaments (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.315789474,6.315789474,3.053435115,3.053435115,3.053435115,3.053435115,4.580152672,5.34351145,5.34351145,5.34351145,9.160305344,8.396946565,9.160305344,9.160305344,8.396946565,10.6870229,10.6870229,10.6870229,10.6870229,10.6870229,18.0952381,18.0952381,23.48484848,23.48484848
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02778,,,,21.65833,,,,,,,,,,,,
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58333,,,,4.37083,,,,,,,,,,,,
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.938770457,2.669887109,8.812297146,4.228221516,12.02321455,8.342533977,3.989138767,6.096199494,5.469087745,6.225091782,3.992876411,1.283266739,1.13578038,0.913440737,0.848159402,1.811456613,1.809554809,1.743762893,1.819551988,13.10681407,2.498949248,8.945609339,4.440900321,4.246579529,5.156564221,11.49475836,
Public and publicly guaranteed debt service (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16257792,0.338650076,0.633459615,2.403639821,1.154169227,2.846060725,2.104330366,1.129316808,1.859869108,1.966664622,2.463675449,1.620460302,0.48845626,0.391136835,0.275330606,0.211253763,0.489754523,0.606953542,0.632231334,0.664487718,4.901622064,0.933370491,3.276508403,1.814873122,1.930826442,2.366347634,5.440021762,
Public credit registry coverage (% of adults),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.6,1.5,2.8,2.6,4.4,16.9,23.7,20.5,21.9,23.5,0,0,0,0,0,
Public private partnerships investment in energy (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000,,,,,,,,,,,,,321400000,50200000
Public private partnerships investment in ICT (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333000000,,,,,,,,,,,,
Public private partnerships investment in transport (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63000000,,,,,,10000000,705000000,,,,,101000000,,,,,,,
Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000000,,,,
Pump price for diesel fuel (US$ per liter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.31,,0.29,,0.56,,0.77,,1.11,,0.99,,1.15,,1.16,,0.67,,,,
Pump price for gasoline (US$ per liter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,0.55,,0.42,,0.68,,0.96,,1.08,,1.08,,1.25,,1.3,,0.77,,,,
"Pupil-teacher ratio, lower secondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.02976,,
"Pupil-teacher ratio, preprimary",,,,,,,,,,,,,,,,,,,,,11.63107,,,,,,,,,11.09904,10.07843,,,,,,,,,7.27091,7.62922,7.25404,7.95262,8.32081,8.67364,9.25901,9.46229,9.49101,9.78508,10.06521,9.83875,9.47919,9.39831,8.6052,8.9872,8.7287,8.55367,8.39484,6.2709,,
"Pupil-teacher ratio, primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.67076,,,20.61326,,19.0061,15.96615,15.9995,16.07076,,20.3441,20.34332,18.8372,20.26241,21.19732,21.24161,19.3076,,,,,,,,,,,15.41859,,
"Pupil-teacher ratio, secondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.50409,,,10.50058,,9.7547,,,,,,,,,,,,,,,,,,,,,,8.01689,,
"Pupil-teacher ratio, tertiary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51525,6.24795,6.37635,6.46782,6.84661,7.50259,8.2608,8.79561,9.18954,9.22332,8.6038,7.37891,7.44905,7.10141,6.75418,7.15698,6.93556,6.92216,,
"Pupil-teacher ratio, upper secondary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4579,,
Rail lines (total route-km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,796,796,796,843,843,843,711,711,711,,845,,826.072,,826.07201,,,,703.2,703.2,679.363,685.66,,,
"Railways, goods transported (million ton-km)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,419,323,354,344,452,529,678,654,668,771,705,718,743,816,867,851,786,640,658,690,,,
"Railways, passengers carried (million passenger-km)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,52,46,47,47,48,41,30,27,28,24,24,35,50,49,53,55,52,44,50,55,,,
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.93061895,69.08582378,69.31279852,69.60872349,69.94873282,70.30774216,70.73583961,71.14876287,71.56308475,71.97654103,72.35746524,72.52499066,72.62987465,72.66938501,72.618658,72.47916239,72.25113614,71.98644462,71.60989475,71.66456616,69.41280858,73.18733019,73.55762276,73.96493109,73.76414267,73.26524097,71.07450518,71.39159435,66.07909568,66.06620764,
Ratio of female to male labor force participation rate (%) (national estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.04539978,,,86.06976661,,,,,,,63.75263243,75.66936835,73.91304348,72.19916813,73.05167298,84.03787838,73.22958345,75.50294019,74.85145242,73.83335501,74.76264496,66.69937095,69.18124901,
Real effective exchange rate index (2010 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.67379201,52.12310666,70.85726035,69.85393955,74.250895,72.78178234,74.01163217,73.03552589,73.66617687,67.93845883,71.63575674,80.13232756,86.96918562,99.4771053,107.8114799,99.33679478,100,99.12787707,94.35212249,96.02027835,100.1128345,103.1197896,102.4982459,100.1939736,100.4790758,103.0910591,101.307951
Real interest rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.91305774,39.10516828,30.9943494,34.13461159,38.77366744,33.39846306,21.78215208,18.34706928,15.51698759,11.624816,14.31614594,11.38149246,12.69474446,10.43491465,15.87088144,10.60763579,12.91975789,11.28119329,12.21684304,13.78124866,16.18000967,17.04235951,11.99733996,9.733977399,10.52531971,
Refugee population by country or territory of asylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,334000,304040,218950,218950,219000,310012,296215,280586,264337,247549,239289,235233,219547,113713,4564,3952,3605,3292,2913,2849,13727,17635,19314,17883,17968,17966,17980,
Refugee population by country or territory of origin,,,,,170,,,,200,200,200,4070,3500,,,,,440,420,700,333,333,733,333,333,333,528,208,300,,,,195000,200116,201837,201439,203232,203690,193147,193228,5787,7206,13244,13158,13409,13965,14913,15435,16333,18004,17553,16491,15937,11995,11839,11211,10707,10786,11040,10962,
Renewable electricity output (% of total electricity output),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00675545,16.24632198,33.8071968,68.19698173,62.1067515,34.50818198,25.29771484,23.05523304,24.82636085,20.99002974,21.16482041,16.84943429,30.04167422,36.02981276,33.13432836,28.06712047,30.71873422,31.46829434,31.17850953,35.67272086,39.48544138,33.5397039,28.94474863,28.23605707,25.75483871,28.33696628,,,,,
Renewable energy consumption (% of total final energy consumption),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.118944341,2.309435803,6.677678941,12.93683368,17.76365341,9.274352707,12.47330437,10.12011439,9.380563414,8.358795379,7.164263504,5.419112661,8.899366755,9.811614683,8.707900134,6.491173797,7.652835334,7.01726248,6.405167492,7.800556095,9.359817006,8.009615307,6.565711312,6.771217636,7.72473444,15.79200384,,,,,
Renewable internal freshwater resources per capita (cubic meters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.263893,,,,,2189.213265,,,,,2260.728324,,,,,2338.865819,,,,,2378.105206,,,,,2329.183319,,,
"Renewable internal freshwater resources, total (billion cubic meters)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.859,,,,,6.859,,,,,6.859,,,,,6.859,,,,,6.859,,,,,6.859,,,
"Repeaters, primary, female (% of female enrollment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08845,0.07885,0.11366,0.14923,0.23408,0.17435,0.11589,0.21069,0.16155,0.12231,0.17797,,0.21283,0.4485,0.79167,0.28835,0.31262,,
"Repeaters, primary, male (% of male enrollment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1456,0.11746,0.13514,0.16194,0.14353,0.17082,0.09093,0.23647,0.15326,0.12612,0.15572,,0.19658,0.297,0.62146,0.23075,0.2385,,
